年份,性別,地區,縣市,cancer,癌症發生數,平均年齡,年齡中位數
2018,男,高屏,屏東縣,甲狀腺,46,52.50,52.00
2018,男,高屏,屏東縣,白血病,59,59.70,63.00
2018,男,高屏,屏東縣,非何杰金氏淋巴瘤,47,64.30,68.00
2018,男,外島,澎湖縣,口腔,20,52.30,52.00
2018,男,外島,澎湖縣,食道,15,58.90,60.00
2018,男,外島,澎湖縣,胃,8,63.10,62.00
2018,男,外島,澎湖縣,大腸,42,69.60,74.00
2018,男,外島,澎湖縣,肝,43,62.10,61.00
2018,男,外島,澎湖縣,肺,30,68.60,69.50
2018,男,外島,澎湖縣,皮膚,18,66.50,63.50
2018,男,外島,澎湖縣,攝護腺,29,73.00,73.00
2018,男,外島,澎湖縣,甲狀腺,4,62.30,62.50
2018,男,外島,澎湖縣,白血病,5,68.00,71.00
2018,男,外島,澎湖縣,非何杰金氏淋巴瘤,7,54.90,61.00
2018,男,東部,花蓮縣,口腔,178,57.80,57.00
2018,男,東部,花蓮縣,食道,57,59.40,59.00
2018,男,東部,花蓮縣,胃,44,68.80,66.50
2018,男,東部,花蓮縣,大腸,123,66.80,65.00
2018,男,東部,花蓮縣,肝,116,66.50,66.00
2018,男,東部,花蓮縣,肺,128,66.90,67.00
2018,男,東部,花蓮縣,皮膚,45,74.00,75.00
2018,男,東部,花蓮縣,攝護腺,91,73.30,73.00
2018,男,東部,花蓮縣,甲狀腺,10,52.60,51.50
2018,男,東部,花蓮縣,白血病,29,61.40,66.00
2018,男,東部,花蓮縣,非何杰金氏淋巴瘤,25,62.80,60.00
2018,男,東部,台東縣,口腔,121,59.70,59.00
2018,男,東部,台東縣,食道,45,57.20,55.00
2018,男,東部,台東縣,胃,40,63.00,60.00
2018,男,東部,台東縣,大腸,92,64.00,64.00
2018,男,東部,台東縣,肝,70,62.90,60.00
2018,男,東部,台東縣,肺,89,69.70,69.00
2018,男,東部,台東縣,皮膚,23,69.70,70.00
2018,男,東部,台東縣,攝護腺,55,75.00,76.00
2018,男,東部,台東縣,甲狀腺,5,54.20,60.00
2018,男,東部,台東縣,白血病,17,59.20,72.00
2018,男,東部,台東縣,非何杰金氏淋巴瘤,17,54.20,61.00
2018,男,外島,金門縣,口腔,12,54.30,54.50
2018,男,外島,金門縣,食道,13,74.70,77.00
2018,男,外島,金門縣,胃,8,70.90,70.50
2018,男,外島,金門縣,大腸,25,66.70,67.00
2018,男,外島,金門縣,肝,21,64.50,62.00
2018,男,外島,金門縣,肺,15,70.00,72.00
2018,男,外島,金門縣,皮膚,3,88.30,85.00
2018,男,外島,金門縣,攝護腺,16,73.00,74.00
2018,男,外島,金門縣,甲狀腺,5,60.60,64.00
2018,男,外島,金門縣,白血病,5,44.80,40.00
2018,男,外島,金門縣,非何杰金氏淋巴瘤,7,66.30,68.00
2018,男,外島,連江縣,口腔,2,68.50,68.50
2018,男,外島,連江縣,食道,3,76.00,72.00
2018,男,外島,連江縣,胃,5,68.80,63.00
2018,男,外島,連江縣,大腸,3,60.30,56.00
2018,男,外島,連江縣,肝,3,53.00,52.00
2018,男,外島,連江縣,肺,4,73.30,74.00
2018,男,外島,連江縣,攝護腺,1,59.00,59.00
2018,男,外島,連江縣,甲狀腺,1,15.00,15.00
2018,男,外島,連江縣,非何杰金氏淋巴瘤,1,54.00,54.00
2018,女,北北基,台北市,口腔,78,63.60,64.50
2018,女,北北基,台北市,食道,26,67.90,68.00
2018,女,北北基,台北市,胃,241,70.30,70.00
2018,女,北北基,台北市,大腸,859,69.10,69.00
2018,女,北北基,台北市,肝,311,72.00,73.00
2018,女,北北基,台北市,肺,1003,65.40,65.00
2018,女,北北基,台北市,皮膚,159,72.70,74.00
2018,女,北北基,台北市,女性乳房,2167,57.70,57.00
2018,女,北北基,台北市,女性生殖器癌症,158,59.00,57.00
2018,女,北北基,台北市,女性生殖器癌症,403,57.10,56.00
2018,女,北北基,台北市,女性生殖器癌症,196,56.90,56.00
2018,女,北北基,台北市,甲狀腺,373,50.10,51.00
2018,女,北北基,台北市,白血病,146,59.00,63.50
2018,女,北北基,台北市,非何杰金氏淋巴瘤,163,65.40,66.00
2018,女,中彰投,台中市,口腔,81,60.70,60.00
2018,女,中彰投,台中市,食道,21,60.70,59.00
2018,女,中彰投,台中市,胃,160,66.60,66.50
2018,女,中彰投,台中市,大腸,845,64.90,64.00
2018,女,中彰投,台中市,肝,411,70.70,72.00
2018,女,中彰投,台中市,肺,806,64.00,64.00
2018,女,中彰投,台中市,皮膚,165,71.80,74.00
2018,女,中彰投,台中市,女性乳房,1780,54.90,54.00
2018,女,中彰投,台中市,女性生殖器癌症,1,54.00,54.00
2018,女,中彰投,台中市,女性生殖器癌症,175,57.00,55.00
2018,女,中彰投,台中市,女性生殖器癌症,329,54.80,55.00
2018,女,中彰投,台中市,女性生殖器癌症,206,52.60,53.00
2018,女,中彰投,台中市,甲狀腺,408,49.90,50.00
2018,女,中彰投,台中市,白血病,147,61.00,65.00
2018,女,中彰投,台中市,非何杰金氏淋巴瘤,134,61.30,62.00
2018,女,雲嘉南,台南市,口腔,52,62.00,61.00
2018,女,雲嘉南,台南市,食道,9,70.30,68.00
2018,女,雲嘉南,台南市,胃,125,70.40,71.00
2018,女,雲嘉南,台南市,大腸,691,67.70,68.00
2018,女,雲嘉南,台南市,肝,384,71.00,71.00
2018,女,雲嘉南,台南市,肺,630,66.70,67.00
2018,女,雲嘉南,台南市,皮膚,252,75.10,77.00
2018,女,雲嘉南,台南市,女性乳房,1141,56.90,56.00
2018,女,雲嘉南,台南市,女性生殖器癌症,114,60.90,60.00
2018,女,雲嘉南,台南市,女性生殖器癌症,250,55.20,55.00
2018,女,雲嘉南,台南市,女性生殖器癌症,120,56.30,56.50
2018,女,雲嘉南,台南市,甲狀腺,271,49.50,50.00
2018,女,雲嘉南,台南市,白血病,80,58.20,64.00
2018,女,雲嘉南,台南市,非何杰金氏淋巴瘤,95,64.60,67.00
2018,女,高屏,高雄市,口腔,111,59.50,60.00
2018,女,高屏,高雄市,食道,29,63.50,62.00
2018,女,高屏,高雄市,胃,182,67.40,69.00
2018,女,高屏,高雄市,大腸,965,66.70,66.00
2018,女,高屏,高雄市,肝,570,70.20,71.00
2018,女,高屏,高雄市,肺,818,65.10,65.00
2018,女,高屏,高雄市,皮膚,272,72.40,73.00
2018,女,高屏,高雄市,女性乳房,1720,55.60,55.00
2018,女,高屏,高雄市,女性生殖器癌症,2,50.50,50.50
2018,女,高屏,高雄市,女性生殖器癌症,196,58.70,59.50
2018,女,高屏,高雄市,女性生殖器癌症,305,56.20,56.00
2018,女,高屏,高雄市,女性生殖器癌症,189,53.40,53.00
2018,女,高屏,高雄市,甲狀腺,498,50.40,51.00
2018,女,高屏,高雄市,白血病,137,57.60,62.00
2018,女,高屏,高雄市,非何杰金氏淋巴瘤,150,64.40,65.00
2018,女,北北基,基隆市,口腔,8,51.00,52.00
2018,女,北北基,基隆市,食道,6,61.80,62.00
2018,女,北北基,基隆市,胃,26,66.50,67.50
2018,女,北北基,基隆市,大腸,113,64.70,66.00
2018,女,北北基,基隆市,肝,53,69.50,69.00
2018,女,北北基,基隆市,肺,120,65.90,66.50
2018,女,北北基,基隆市,皮膚,20,67.80,70.50
2018,女,北北基,基隆市,女性乳房,208,57.40,57.00
2018,女,北北基,基隆市,女性生殖器癌症,24,62.20,63.50
2018,女,北北基,基隆市,女性生殖器癌症,44,56.20,55.00
2018,女,北北基,基隆市,女性生殖器癌症,22,57.70,59.00
2018,女,北北基,基隆市,甲狀腺,56,51.90,53.00
2018,女,北北基,基隆市,白血病,18,53.10,59.00
2018,女,北北基,基隆市,非何杰金氏淋巴瘤,26,62.30,63.00
2018,女,北北基,新北市,口腔,136,62.20,60.50
2018,女,北北基,新北市,食道,31,66.80,64.00
2018,女,北北基,新北市,胃,284,67.30,67.00
2018,女,北北基,新北市,大腸,1147,65.10,65.00
2018,女,北北基,新北市,肝,455,70.10,70.00
2018,女,北北基,新北市,肺,1282,64.30,64.00
2018,女,北北基,新北市,皮膚,250,71.40,74.00
2018,女,北北基,新北市,女性乳房,2769,55.90,55.00
2018,女,北北基,新北市,女性生殖器癌症,1,64.00,64.00
2018,女,北北基,新北市,女性生殖器癌症,247,57.70,57.00
2018,女,北北基,新北市,女性生殖器癌症,564,56.10,56.00
2018,女,北北基,新北市,女性生殖器癌症,295,53.00,54.00
2018,女,北北基,新北市,甲狀腺,593,48.70,49.00
2018,女,北北基,新北市,白血病,197,55.80,59.00
2018,女,北北基,新北市,非何杰金氏淋巴瘤,251,63.40,64.00
2018,女,桃竹苗,桃園市,口腔,54,60.40,62.00
2018,女,桃竹苗,桃園市,食道,12,66.00,68.50
2018,女,桃竹苗,桃園市,胃,97,69.90,70.00
2018,女,桃竹苗,桃園市,大腸,564,65.50,65.00
2018,女,桃竹苗,桃園市,肝,223,68.60,69.00
2018,女,桃竹苗,桃園市,肺,563,63.20,63.00
2018,女,桃竹苗,桃園市,皮膚,134,71.30,75.00
2018,女,桃竹苗,桃園市,女性乳房,1168,54.60,54.00
2018,女,桃竹苗,桃園市,女性生殖器癌症,147,54.40,53.00
2018,女,桃竹苗,桃園市,女性生殖器癌症,244,53.80,53.00
2018,女,桃竹苗,桃園市,女性生殖器癌症,143,53.20,54.00
2018,女,桃竹苗,桃園市,甲狀腺,226,49.10,49.00
2018,女,桃竹苗,桃園市,白血病,104,51.70,56.00
2018,女,桃竹苗,桃園市,非何杰金氏淋巴瘤,103,63.30,66.00
2018,女,東部,宜蘭縣,口腔,10,62.60,58.50
2018,女,東部,宜蘭縣,食道,9,64.20,63.00
2018,女,東部,宜蘭縣,胃,40,75.00,75.50
2018,女,東部,宜蘭縣,大腸,117,66.90,68.00
2018,女,東部,宜蘭縣,肝,90,72.10,71.50
2018,女,東部,宜蘭縣,肺,146,66.10,66.00
2018,女,東部,宜蘭縣,皮膚,36,76.90,78.50
2018,女,東部,宜蘭縣,女性乳房,230,57.90,57.00
2018,女,東部,宜蘭縣,女性生殖器癌症,26,64.30,63.00
2018,女,東部,宜蘭縣,女性生殖器癌症,49,56.80,57.00
2018,女,東部,宜蘭縣,女性生殖器癌症,20,52.30,55.00
2018,女,東部,宜蘭縣,甲狀腺,64,50.30,52.00
2018,女,東部,宜蘭縣,白血病,30,63.70,67.00
2018,女,東部,宜蘭縣,非何杰金氏淋巴瘤,20,63.50,66.00
2018,女,桃竹苗,苗栗縣,口腔,18,61.40,61.00
2018,女,桃竹苗,苗栗縣,食道,4,60.80,57.50
2018,女,桃竹苗,苗栗縣,胃,26,73.90,76.50
2018,女,桃竹苗,苗栗縣,大腸,190,69.20,70.00
2018,女,桃竹苗,苗栗縣,肝,96,73.90,74.50
2018,女,桃竹苗,苗栗縣,肺,157,67.10,69.00
2018,女,桃竹苗,苗栗縣,皮膚,38,71.50,74.50
2018,女,桃竹苗,苗栗縣,女性乳房,293,57.00,58.00
2018,女,桃竹苗,苗栗縣,女性生殖器癌症,37,57.00,60.00
2018,女,桃竹苗,苗栗縣,女性生殖器癌症,60,55.50,55.00
2018,女,桃竹苗,苗栗縣,女性生殖器癌症,49,57.60,58.00
2018,女,桃竹苗,苗栗縣,甲狀腺,81,49.70,49.00
2018,女,桃竹苗,苗栗縣,白血病,22,61.20,61.50
2018,女,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,34,65.30,70.50
2018,女,中彰投,彰化縣,口腔,32,66.00,66.00
2018,女,中彰投,彰化縣,食道,7,67.30,66.00
2018,女,中彰投,彰化縣,胃,67,67.20,67.00
2018,女,中彰投,彰化縣,大腸,378,67.80,68.00
2018,女,中彰投,彰化縣,肝,197,72.40,73.00
2018,女,中彰投,彰化縣,肺,396,66.30,67.00
2018,女,中彰投,彰化縣,皮膚,125,73.30,76.00
2018,女,中彰投,彰化縣,女性乳房,656,57.00,57.00
2018,女,中彰投,彰化縣,女性生殖器癌症,59,58.40,58.00
2018,女,中彰投,彰化縣,女性生殖器癌症,130,53.90,54.00
2018,女,中彰投,彰化縣,女性生殖器癌症,86,54.50,55.50
2018,女,中彰投,彰化縣,甲狀腺,202,49.10,49.00
2018,女,中彰投,彰化縣,白血病,47,52.70,60.00
2018,女,中彰投,彰化縣,非何杰金氏淋巴瘤,72,63.00,64.50
2018,女,中彰投,南投縣,口腔,19,63.10,63.00
2018,女,中彰投,南投縣,食道,8,59.30,58.50
2018,女,中彰投,南投縣,胃,30,75.40,79.50
2018,女,中彰投,南投縣,大腸,147,68.40,69.00
2018,女,中彰投,南投縣,肝,88,71.30,72.50
2018,女,中彰投,南投縣,肺,104,66.60,67.00
2018,女,中彰投,南投縣,皮膚,50,74.40,78.50
2018,女,中彰投,南投縣,女性乳房,275,56.60,57.00
2018,女,中彰投,南投縣,女性生殖器癌症,28,60.80,59.50
2018,女,中彰投,南投縣,女性生殖器癌症,56,55.80,55.00
2018,女,中彰投,南投縣,女性生殖器癌症,22,50.10,53.50
2018,女,中彰投,南投縣,甲狀腺,60,52.10,53.00
2018,女,中彰投,南投縣,白血病,20,66.80,66.50
2018,女,中彰投,南投縣,非何杰金氏淋巴瘤,16,66.80,67.50
2018,女,雲嘉南,雲林縣,口腔,25,67.90,68.00
2018,女,雲嘉南,雲林縣,食道,3,63.30,64.00
2018,女,雲嘉南,雲林縣,胃,38,73.60,77.50
2018,女,雲嘉南,雲林縣,大腸,215,70.90,74.00
2018,女,雲嘉南,雲林縣,肝,154,72.00,73.00
2018,女,雲嘉南,雲林縣,肺,187,68.20,69.00
2018,女,雲嘉南,雲林縣,皮膚,83,75.30,78.00
2018,女,雲嘉南,雲林縣,女性乳房,317,56.40,55.00
2018,女,雲嘉南,雲林縣,女性生殖器癌症,34,61.70,62.00
2018,女,雲嘉南,雲林縣,女性生殖器癌症,66,56.30,56.00
2018,女,雲嘉南,雲林縣,女性生殖器癌症,40,50.60,50.50
2018,女,雲嘉南,雲林縣,甲狀腺,112,50.80,54.00
2018,女,雲嘉南,雲林縣,白血病,30,64.00,67.00
2018,女,雲嘉南,雲林縣,非何杰金氏淋巴瘤,31,67.60,71.00
2018,女,高屏,屏東縣,口腔,52,64.70,65.00
2018,女,高屏,屏東縣,食道,10,67.50,63.00
2018,女,高屏,屏東縣,胃,43,72.70,73.00
2018,女,高屏,屏東縣,大腸,237,67.50,67.00
2018,女,高屏,屏東縣,肝,155,70.70,72.00
2018,女,高屏,屏東縣,肺,209,66.30,66.00
2018,女,高屏,屏東縣,皮膚,125,73.90,77.00
2018,女,高屏,屏東縣,女性乳房,425,58.00,57.00
2018,女,高屏,屏東縣,女性生殖器癌症,1,61.00,61.00
2018,女,高屏,屏東縣,女性生殖器癌症,62,59.70,62.00
2018,女,高屏,屏東縣,女性生殖器癌症,73,56.10,55.00
2018,女,高屏,屏東縣,女性生殖器癌症,58,56.80,58.00
2018,女,高屏,屏東縣,甲狀腺,127,50.40,51.00
2018,女,高屏,屏東縣,白血病,47,61.10,62.00
2018,女,高屏,屏東縣,非何杰金氏淋巴瘤,38,63.30,64.00
2018,女,東部,花蓮縣,口腔,21,68.40,67.00
2018,女,東部,花蓮縣,食道,10,61.80,63.50
2018,女,東部,花蓮縣,胃,18,67.30,71.00
2018,女,東部,花蓮縣,大腸,81,66.70,64.00
2018,女,東部,花蓮縣,肝,44,70.00,70.00
2018,女,東部,花蓮縣,肺,88,66.00,66.00
2018,女,東部,花蓮縣,皮膚,33,74.20,71.00
2018,女,東部,花蓮縣,女性乳房,165,59.30,59.00
2018,女,東部,花蓮縣,女性生殖器癌症,24,57.80,59.00
2018,女,東部,花蓮縣,女性生殖器癌症,39,57.50,58.00
2018,女,東部,花蓮縣,女性生殖器癌症,24,53.00,56.50
2018,女,東部,花蓮縣,甲狀腺,29,54.30,57.00
2018,女,東部,花蓮縣,白血病,16,62.40,66.50
2018,女,東部,花蓮縣,非何杰金氏淋巴瘤,13,57.10,64.00
2018,女,東部,台東縣,口腔,30,61.30,61.00
2018,女,東部,台東縣,食道,8,58.00,60.50
2018,女,東部,台東縣,胃,6,66.50,69.00
2018,女,東部,台東縣,大腸,38,63.30,64.00
2018,女,東部,台東縣,肝,39,69.10,68.00
2018,女,東部,台東縣,肺,70,67.20,68.50
2018,女,東部,台東縣,皮膚,29,75.30,78.00
2018,女,東部,台東縣,女性乳房,107,55.90,57.00
2018,女,東部,台東縣,女性生殖器癌症,13,59.40,65.00
2018,女,東部,台東縣,女性生殖器癌症,19,55.10,58.00
2018,女,東部,台東縣,女性生殖器癌症,13,50.00,50.00
2018,女,東部,台東縣,甲狀腺,26,49.70,48.00
2018,女,東部,台東縣,白血病,7,61.60,64.00
2018,女,東部,台東縣,非何杰金氏淋巴瘤,6,66.00,63.50
2019,全,北北基,台北市,口腔,512,60.60,60.00
2019,全,北北基,台北市,食道,195,65.00,63.00
2019,全,北北基,台北市,胃,502,70.30,70.00
2019,全,北北基,台北市,大腸,1901,67.90,68.00
2019,全,北北基,台北市,肝,854,69.00,69.00
2019,全,北北基,台北市,肺,2059,67.10,67.00
2019,全,北北基,台北市,皮膚,421,73.90,76.00
2019,全,北北基,台北市,甲狀腺,537,50.10,50.00
2019,全,北北基,台北市,白血病,301,61.60,66.00
2019,全,北北基,台北市,非何杰金氏淋巴瘤,386,66.60,67.00
2019,全,中彰投,台中市,口腔,980,58.30,58.00
2019,全,中彰投,台中市,食道,356,60.60,60.00
2019,全,中彰投,台中市,胃,464,68.40,68.00
2019,全,中彰投,台中市,大腸,2078,64.80,65.00
2019,全,中彰投,台中市,肝,1197,66.60,67.00
2019,全,中彰投,台中市,肺,1730,65.70,65.00
2019,全,中彰投,台中市,皮膚,398,71.00,73.00
2019,全,中彰投,台中市,甲狀腺,574,49.10,49.00
2019,全,中彰投,台中市,白血病,292,57.10,60.00
2019,全,中彰投,台中市,非何杰金氏淋巴瘤,356,62.60,65.00
2019,全,雲嘉南,台南市,口腔,634,58.60,58.00
2019,全,雲嘉南,台南市,食道,193,61.50,59.00
2019,全,雲嘉南,台南市,胃,265,68.20,69.00
2019,全,雲嘉南,台南市,大腸,1616,66.30,66.00
2019,全,雲嘉南,台南市,肝,1166,66.90,67.00
2019,全,雲嘉南,台南市,肺,1418,66.60,66.00
2019,全,雲嘉南,台南市,皮膚,535,74.70,77.00
2019,全,雲嘉南,台南市,甲狀腺,420,50.10,51.00
2019,全,雲嘉南,台南市,白血病,222,60.20,64.00
2019,全,雲嘉南,台南市,非何杰金氏淋巴瘤,220,63.20,63.00
2019,全,高屏,高雄市,口腔,1191,57.20,57.00
2019,全,高屏,高雄市,食道,367,59.70,59.00
2019,全,高屏,高雄市,胃,404,67.20,67.00
2019,全,高屏,高雄市,大腸,2327,65.30,66.00
2019,全,高屏,高雄市,肝,1667,65.70,66.00
2019,全,高屏,高雄市,肺,1919,66.60,66.00
2019,全,高屏,高雄市,皮膚,771,71.50,73.00
2019,全,高屏,高雄市,甲狀腺,762,50.70,52.00
2019,全,高屏,高雄市,白血病,321,57.40,61.00
2019,全,高屏,高雄市,非何杰金氏淋巴瘤,360,61.90,65.00
2019,全,北北基,基隆市,口腔,101,57.50,58.00
2019,全,北北基,基隆市,食道,52,61.60,60.00
2019,全,北北基,基隆市,胃,103,69.70,69.00
2019,全,北北基,基隆市,大腸,289,67.10,67.00
2019,全,北北基,基隆市,肝,164,66.80,67.00
2019,全,北北基,基隆市,肺,268,67.40,66.00
2019,全,北北基,基隆市,皮膚,52,70.80,72.00
2019,全,北北基,基隆市,甲狀腺,74,51.70,53.00
2019,全,北北基,基隆市,白血病,38,66.90,64.00
2019,全,北北基,基隆市,非何杰金氏淋巴瘤,52,59.70,63.00
2019,全,北北基,新北市,口腔,1203,58.50,58.00
2019,全,北北基,新北市,食道,446,61.50,61.00
2019,全,北北基,新北市,胃,702,67.70,68.00
2019,全,北北基,新北市,大腸,2699,65.00,65.00
2019,全,北北基,新北市,肝,1596,65.90,66.00
2019,全,北北基,新北市,肺,2806,65.60,65.00
2019,全,北北基,新北市,皮膚,543,70.80,72.00
2019,全,北北基,新北市,甲狀腺,844,49.80,50.00
2019,全,北北基,新北市,白血病,432,55.60,60.00
2019,全,北北基,新北市,非何杰金氏淋巴瘤,521,61.90,63.00
2019,全,桃竹苗,桃園市,口腔,591,56.40,56.00
2019,全,桃竹苗,桃園市,食道,227,60.60,59.00
2019,全,桃竹苗,桃園市,胃,313,67.50,67.00
2019,全,桃竹苗,桃園市,大腸,1401,65.30,65.00
2019,全,桃竹苗,桃園市,肝,795,65.10,65.00
2019,全,桃竹苗,桃園市,肺,1259,65.50,65.00
2019,全,桃竹苗,桃園市,皮膚,262,70.50,72.00
2019,全,桃竹苗,桃園市,甲狀腺,336,48.20,48.00
2019,全,桃竹苗,桃園市,白血病,237,54.00,59.00
2019,全,桃竹苗,桃園市,非何杰金氏淋巴瘤,243,62.20,63.00
2019,全,東部,宜蘭縣,口腔,152,56.90,56.00
2019,全,東部,宜蘭縣,食道,75,62.30,62.00
2019,全,東部,宜蘭縣,胃,133,71.80,75.00
2019,全,東部,宜蘭縣,大腸,333,67.70,68.00
2019,全,東部,宜蘭縣,肝,280,68.80,68.50
2019,全,東部,宜蘭縣,肺,322,67.40,67.00
2019,全,東部,宜蘭縣,皮膚,93,72.30,75.00
2019,全,東部,宜蘭縣,甲狀腺,80,48.80,50.00
2019,全,東部,宜蘭縣,白血病,49,68.70,72.00
2019,全,東部,宜蘭縣,非何杰金氏淋巴瘤,55,66.60,66.00
2019,全,桃竹苗,苗栗縣,口腔,203,56.70,56.00
2019,全,桃竹苗,苗栗縣,食道,85,55.60,54.00
2019,全,桃竹苗,苗栗縣,胃,95,70.50,71.00
2019,全,桃竹苗,苗栗縣,大腸,425,66.70,67.00
2019,全,桃竹苗,苗栗縣,肝,296,66.40,67.00
2019,全,桃竹苗,苗栗縣,肺,353,66.40,67.00
2019,全,桃竹苗,苗栗縣,皮膚,84,73.40,77.50
2019,全,桃竹苗,苗栗縣,甲狀腺,97,47.80,46.00
2019,全,桃竹苗,苗栗縣,白血病,69,63.20,66.00
2019,全,桃竹苗,苗栗縣,非何杰金氏淋巴瘤,67,65.40,67.00
2019,全,中彰投,彰化縣,口腔,629,58.80,58.00
2019,全,中彰投,彰化縣,食道,160,61.00,59.00
2019,全,中彰投,彰化縣,胃,198,70.50,71.00
2019,全,中彰投,彰化縣,大腸,987,67.10,67.00
2019,全,中彰投,彰化縣,肝,674,67.70,67.00
2019,全,中彰投,彰化縣,肺,979,67.40,67.00
2019,全,中彰投,彰化縣,皮膚,279,74.70,79.00
2019,全,中彰投,彰化縣,甲狀腺,269,51.20,51.00
2019,全,中彰投,彰化縣,白血病,157,58.10,63.00
2019,全,中彰投,彰化縣,非何杰金氏淋巴瘤,162,66.30,68.50
2019,全,中彰投,南投縣,口腔,275,59.30,58.00
2019,全,中彰投,南投縣,食道,78,60.10,59.00
2019,全,中彰投,南投縣,胃,81,68.70,70.00
2019,全,中彰投,南投縣,大腸,392,66.70,67.00
2019,全,中彰投,南投縣,肝,247,67.40,68.00
2019,全,中彰投,南投縣,肺,314,67.00,67.00
2019,全,中彰投,南投縣,皮膚,102,73.50,76.00
2019,全,中彰投,南投縣,甲狀腺,88,52.40,53.50
2019,全,中彰投,南投縣,白血病,61,60.80,65.00
2019,全,中彰投,南投縣,非何杰金氏淋巴瘤,68,64.60,66.00
2019,全,雲嘉南,雲林縣,口腔,355,58.70,58.00
2019,全,雲嘉南,雲林縣,食道,90,58.90,58.00
2019,全,雲嘉南,雲林縣,胃,94,70.10,71.50
2019,全,雲嘉南,雲林縣,大腸,477,67.30,68.00
2019,全,雲嘉南,雲林縣,肝,546,67.30,68.00
2019,全,雲嘉南,雲林縣,肺,525,66.80,67.00
2019,全,雲嘉南,雲林縣,皮膚,173,75.30,78.00
2019,全,雲嘉南,雲林縣,甲狀腺,124,52.50,53.00
2019,全,雲嘉南,雲林縣,白血病,63,60.40,64.00
2019,全,雲嘉南,雲林縣,非何杰金氏淋巴瘤,71,63.30,64.00
2019,全,高屏,屏東縣,口腔,433,57.60,57.00
2019,全,高屏,屏東縣,食道,156,58.70,59.00
2019,全,高屏,屏東縣,胃,132,67.90,68.00
2019,全,高屏,屏東縣,大腸,629,66.20,66.00
2019,全,高屏,屏東縣,肝,475,65.60,65.00
2019,全,高屏,屏東縣,肺,530,67.50,67.00
2019,全,高屏,屏東縣,皮膚,260,73.40,75.50
2019,全,高屏,屏東縣,甲狀腺,152,50.50,53.00
2019,全,高屏,屏東縣,白血病,93,64.70,68.00
2019,全,高屏,屏東縣,非何杰金氏淋巴瘤,90,62.80,66.00
2019,全,外島,澎湖縣,口腔,35,54.40,54.00
2019,全,外島,澎湖縣,食道,21,61.90,60.00
2019,全,外島,澎湖縣,胃,19,67.50,65.00
2019,全,外島,澎湖縣,大腸,62,66.90,66.00
2019,全,外島,澎湖縣,肝,50,68.20,66.50
2019,全,外島,澎湖縣,肺,101,63.30,61.00
2019,全,外島,澎湖縣,皮膚,15,68.10,71.00
2019,全,外島,澎湖縣,甲狀腺,20,49.80,48.00
2019,全,外島,澎湖縣,白血病,4,51.00,50.00
2019,全,外島,澎湖縣,非何杰金氏淋巴瘤,10,62.80,67.00
2019,全,東部,花蓮縣,口腔,180,59.60,58.00
2019,全,東部,花蓮縣,食道,69,58.90,60.00
2019,全,東部,花蓮縣,胃,94,68.00,68.00
2019,全,東部,花蓮縣,大腸,236,65.90,66.00
2019,全,東部,花蓮縣,肝,160,68.10,68.00
2019,全,東部,花蓮縣,肺,194,68.40,68.00
2019,全,東部,花蓮縣,皮膚,87,77.30,79.00
2019,全,東部,花蓮縣,甲狀腺,43,51.00,49.00
2019,全,東部,花蓮縣,白血病,39,61.90,62.00
2019,全,東部,花蓮縣,非何杰金氏淋巴瘤,37,64.20,66.00
2019,全,東部,台東縣,口腔,147,60.20,60.00
2019,全,東部,台東縣,食道,61,61.40,61.00
2019,全,東部,台東縣,胃,58,69.00,69.50
2019,全,東部,台東縣,大腸,171,62.90,63.00
2019,全,東部,台東縣,肝,146,65.60,65.00
2019,全,東部,台東縣,肺,150,66.50,66.00
2019,全,東部,台東縣,皮膚,48,71.00,73.00
2019,全,東部,台東縣,甲狀腺,41,51.30,52.00
2019,全,東部,台東縣,白血病,18,65.90,69.00
2019,全,東部,台東縣,非何杰金氏淋巴瘤,20,65.50,70.00
2019,全,外島,金門縣,口腔,9,61.70,62.00
2019,全,外島,金門縣,食道,19,66.20,60.00
2019,全,外島,金門縣,胃,13,71.90,73.00
2019,全,外島,金門縣,大腸,40,66.20,65.00
2019,全,外島,金門縣,肝,36,63.50,65.00
2019,全,外島,金門縣,肺,36,68.80,65.50
2019,全,外島,金門縣,皮膚,4,67.30,73.50
2019,全,外島,金門縣,甲狀腺,13,48.90,50.00
2019,全,外島,金門縣,白血病,3,69.70,62.00
2019,全,外島,金門縣,非何杰金氏淋巴瘤,11,61.10,63.00
2019,全,外島,連江縣,口腔,1,47.00,47.00
2019,全,外島,連江縣,食道,1,58.00,58.00
2019,全,外島,連江縣,胃,3,61.00,65.00
2019,全,外島,連江縣,大腸,5,63.40,54.00
2019,全,外島,連江縣,肝,6,64.70,66.00
2019,全,外島,連江縣,肺,4,71.30,71.50
2019,全,外島,連江縣,甲狀腺,3,62.00,66.00
2019,全,外島,連江縣,非何杰金氏淋巴瘤,1,58.00,58.00
2019,男,北北基,台北市,口腔,433,59.90,60.00
2019,男,北北基,台北市,食道,171,64.30,62.00
2019,男,北北基,台北市,胃,288,71.20,70.50
2019,男,北北基,台北市,大腸,1039,67.50,67.00
2019,男,北北基,台北市,肝,591,67.40,67.00
2019,男,北北基,台北市,肺,961,68.70,68.00
2019,男,北北基,台北市,皮膚,218,73.00,75.50
